headline,inLanguage,datePublished,reviewBody,ratingValue,Company
Amatør restaurant,da,2014-09-20T16:08:51Z,"Hvis jeg kunne have givet 0 stjerner, havde det helt sikkert været mit valg.",1,www.jensens.com
Jeg var sygemeldt i 6 uger,da,2014-09-20T16:04:13Z,"Havde bestilt et kyllingebryst sidste skoledag, fik efterfølgende campylobacter! Det stod ud af begge ender i 6 uger.",1,www.jensens.com
"Ingen service, dyre basale tilkøb",da,2014-09-20T16:00:34Z,"Jensen-sagen er hovedrystende, men jeg har nu tidligere valg at boykotte Jensens Bøfhus pga. dårlige oplevelser i jeres restauranter. Jensens har for mig altid været ok mad til billige penge. Priserne er dog langt fri billige længere med alle de tilkøb man skal gøre sig. Jeg bestilte sidst en burger med pomfritter hos Jensens. Her skulle der betales ekstra for ost i burgeren - det kan jeg gå med til. Men da jeg skal betale ekstra for at få noget så fundamentalt som dressing til mine fritter (ketchtup etc.), ja der faldt min kæbe altså til jorden. Jeg bad dem pænt afbestille min ordre, og gik på [ekstern reference], hvor maden er god, og man får smidt alle de ekstra kartofler, sovser og dressinger i hovedet man overhovedet kunne tænke sig.",1,www.jensens.com
Lavt!!!,da,2014-09-20T16:00:16Z,"Utroligt at i syntes i er så vigtige at i har ret til et navn. 
I skulle virkelig skamme jer!!! 
Sætter aldrig mine ben i jeres restauranter!!!!",1,www.jensens.com
Dårlig mad og uacceptable handlinger fra ejeren af Jensens bøfhus,da,2014-09-20T15:51:58Z,"Har spist en gang på Jensens bøfhus for mange mange år siden, de laver uacceptabel mad og har aldrig sat mine ben der siden. Og efter denne retssag, er jeg kun blevet bekræftet i at jeg aldrig kommer der mere. Og opfordrer alle andre til at gøre det samme.",1,www.jensens.com
Dårligt,da,2014-09-20T15:51:53Z,Dårlig holdning..... og bøvsesovs,1,www.jensens.com
Dårlig service.,da,2014-09-20T15:51:09Z,"Fik ikke det der var bestilt,  vandt en desert men den kom også på regningen.",1,www.jensens.com
"Dejlig mad, sødt personale.",da,2014-09-20T15:41:57Z,Jensens Bøfhus er et dejligt sted at spise. Og sårn er det.,5,www.jensens.com
"Fantastisk betjening, dejlig mad, et rigtigt hyggeligt sted at komme",da,2014-09-20T15:36:14Z,"Fantastisk betjening, dejlig mad, et rigtigt hyggeligt sted at komme",5,www.jensens.com
Kunne spise dér hver dag!,da,2014-09-20T15:34:40Z,"Min familie og jeg synes det var et dejligt sted. Personalet var smilende og maden kom hurtigt. Jeg har tidligere brugt deres take-away system flittigt og vil anbefale alle at gøre det samme :) 
Deres rabatkuponer gør, at man sparer lidt når man har været der et par gange. Personligt kan jeg godt lide udvalget af bøffer og køber tit deres sovs med hjem fra supermarkedet. Thumps up herfra og lad ikke negative kommentarer trække et ellers dejligt sted ned - det er glemt om højst en måneds tid.",5,www.jensens.com
Dårlig mad.,da,2014-09-20T15:32:16Z,ATTER DÅRLIGT MAD. TØRT TØRT. man for det forkerte bestilling.,1,www.jensens.com
Elendig  mad,da,2014-09-20T15:31:05Z,"Umidelbart ikke så dyrt, men det forstår man bagefter.",1,www.jensens.com
Sidste gang,da,2014-09-20T15:28:52Z,"Når man ikke har mange penge, men alligevel gerne vil ud og spise med sin familie, kan man nogengange vælge en restaurant, som ikke er pengene værd. Sådan en er Jensens bøfhus. Jeg var med min mor og mine 2 børn på Jensens bøfhus i Hillerød. Jeg havde 2 rabat kuponer fra Club Matas, hvilket jeg gjorde opmærksom på. Ingen problem sagde tjeneren. HM det skulle vise sig at det var det jo så alligevel. Vi ventede på at få serveret menu kortet. Måtte så selv hente det. Der gik en halv time mellem forret og hovedret og der måtte jeg igen ind og spørge om de havde glemt os. Maden stod parat inde i lugen, men var bare ikke kommet ud til os ????? Og da så regningen skulle betales var der så problemer med rabat kuponerne. Jeg sagde at så måtte de dele regningen i 2, hvilket de efter diskussion frem og tilbage gjorde. Det er sidste gang jeg sætter mine ben hos dem.",1,www.jensens.com
Et bøfhus der ikke kan stege bøffer!!!,da,2014-09-20T15:24:46Z,"Var på jensens ""bøfhus"" bestilte en lidt dyrere bøf i håb om ik at få noget der var senet, jeg ville have den stegt rød - fik den rå, sendte den tilbage og fik en gennem stegt. så skar de min bøf over på langs og jeg fik 2 bøffer som var medium stegt... sådan!!! bøfhus? HA!!!!",1,www.jensens.com
Dårlig stemning,da,2014-09-20T15:24:46Z,"Sidste gang, jeg havde besøg af min gamle moder fra Nordjylland, var det ligefør vi blev truet til at gå, fordi de mente, vi var for lang tid om at spise. Der kommer jeg ikke igen :(",1,www.jensens.com
Dårlig service,da,2014-09-20T15:23:50Z,"Det var første, eneste og sidste gang jeg besøger Jensens bøfhus.
Dårlig service og dårlig stil",1,www.jensens.com
Aldrig oplevet god mad,da,2014-09-20T15:21:48Z,"Jeg har aldrig prøvet at få et godt måltid inde hos jer. Enten er bøffen gennemstegt eller rå og så kan du med garanti forvente en sej bøf. 
Har heller aldrig oplevet personalet som imødekommende eller venlige.",1,www.jensens.com
Dårlig service og dårlig mad!,da,2014-09-20T15:21:41Z,Når man ankommer på Jensen's er det som at være til begravelse. Tjenerne er sure og kan ikke levere et smil. Alt kød har altid fået for lang tid og er knas tørt. Rigtig dårlig kvalitet af maden.,1,www.jensens.com
Ualmindelig dårlig stil og mad,da,2014-09-20T15:20:49Z,Puhadada - undgå for alt i verden denne biks,1,www.jensens.com
Storhedsvanvid,da,2014-09-20T15:20:47Z,"Pinligt at I ikke har bedre rådgivere. I skulle nok have holdt jer at drive restaurant og brugt pengene på bedre kød og bedre uddannet personale. Vor familie har været på jeres restauranter 2 gange. 1. gang var det senede stykker kød, der gjorde det ud for ""bøf"". 2. gang var det ""1000 ben"" hvor det lykkedes os at få 7 pr mand på 1½ time. Vi har været mange gang på Jensens Fiskerestaurant og det har altid været perfekt. Lær noget af ham i stedet for at tryne ham. Jeg håber I sidder tilbage med en meget DÅRLIG SMAG.",1,www.jensens.com
Elendig betjening og elendig mad,da,2014-09-20T15:15:13Z,"Maden er lavet af dårlige råvarer, og tilberedt efter tilfældighedernes princip. Betjeningen er en by i Rusland, meget dårligt uddannet personale. Jeg tror simpelthen at dem der har ansvaret i denne virksomhed ikke fatter en meter! Bliv væk, og spis et andet sted! Det er heller ikke billigt, når det hele er lagt sammen kunne man lige så godt spise et meget bedre sted!",1,www.jensens.com
Elendig proletarmad,da,2014-09-20T15:10:17Z,"Det var i forvejen aldrig et sted jeg kunne finde på at sætte mine fødder. Det er samlebåndsmad af meget lav kvalitet, og ligger kvalitetsmæssigt tættere på en fast food-kæde end en egentlig restaurant. Forhåbentligt kan den her helt meningsløse og unødvendige retssag mod en lille lokal fiskerestaurant, få den brede befolkning til at åbne øjnene for hvilken losseplads af et madhus Bøfhuset er.",1,www.jensens.com
Dårligt sted,da,2014-09-20T15:02:25Z,"Kold mad, manglende mad, dårlig kvalitet, lang ventetid, uforskammede tjenere og jeg kunne blive ved - sætter aldrig mine ben der igen.",1,www.jensens.com
Ikke besøget værd...,da,2014-09-20T15:00:34Z,"Alt for lang ventetid, maden var slatten og sovsen kold. Og at få fat i vores tjener for at bede om mere sovs eller kartofler tog 15 min, selvom restauranten langt fra var fyldt.",1,www.jensens.com
Dårlig kvalitet til høj pris,da,2014-09-20T15:00:12Z,"Besøg på Jensen Bøfhus resulterede i skuffelse, da vi valgte de bøffer der eftersigende skulle være argentinsk kød af høj kvalitet og dermed i den dyre ende af menukortet. Kødet levede bestemt ikke op til forventningerne.",1,www.jensens.com
elendig mad og dårlig service,da,2014-09-20T14:48:21Z,"Bøfferne er fulde af sener, og betjeningen er studerende der absolut intet ved, om servering. Det meste af maden er opvarmet i micro ovnen, og smager derefter. Jeg kommer der aldrig mere.",1,www.jensens.com
"Det var mad, men det er [ekstern reference] også.",da,2014-09-20T14:48:15Z,"Som overskriften siger, det er mad hverken mere eller mindre...Men det har ALDRIG og vil ALDRIG blive god mad, det er ganske almindeligt fast food som fåes på ethvert gadehjørne og kiosk.",1,www.jensens.com
Laaaaaaangsom betjening,da,2014-09-20T14:46:17Z,Sidste gang jeg spiser hos JENSENS :-(,1,www.jensens.com
"Forfærdelig ""restaurant""",da,2014-09-20T14:38:51Z,"Kødet er sprøjtet fuld af kasslat (eller lignende produkt) hvilket har til hensigt at mørne det og holde det saftigt. Jeg mener at det gør at kødet mister strukturen og bliver uinspirerende, desuden er det forkasteligt og klamt at man vælger at købe en så ringe kød kvalitet at man føler sig nødstedt til at gøre brug af sådanne produkter. Køb kød hos Slagteren og lav din egen middag hjemme det er både bedre, billigere og hyggeligere. Kommer aldrig igen!",1,www.jensens.com
En skuffende oplevelse.,da,2014-09-20T14:38:32Z,"Maden er alt for dyr i forhold til kvaliteten, 299 kr. Og 45 min. Vente tid for en bøf der var senefydt og halvdelen var brusk og ud over dette måtte den tilbage 3 gange! Første gang var den rå! Anden gang var den kold! Og tredje gang var den bare let lunet og fuldstændig sej! Dernæst blev vores mad i selvskabet ikke engang serveret samtidig! Da man så rettede henvendelse omkring disse ting til personalet fik man blot besked på at finde et andet sted at spise hvis man var utilfreds! Det er den dårligste behandling jeg nogensinde har oplevet.",1,www.jensens.com
VIRKELIG DÅRLIG,da,2014-09-20T14:38:09Z,Total dårlig vil ALDRIG komme der mere.,1,www.jensens.com
Dyre bøffer,da,2014-09-20T14:37:01Z,"Jeg synes ikke jeres bøffer er prisen værd. Jeg har ofte fået en tør og sej bøf. Og hvad sker der for at jeres sodavandsglas er af plastik?? Taber I dem for ofte? Og I har også skåret ned på sugerør, hvilket er irriterende når man lider af isninger i tænderne. Øv altså..",1,www.jensens.com
Dårlig mad,da,2014-09-20T14:34:49Z,hold dig langt væk.,1,www.jensens.com
Elendighed,da,2014-09-20T14:32:37Z,"Har ikke haft én eneste god smagsoplevelse eller serviceoplevelse på JBH.
Priserne og kvaliteten af maden hænger på ingenmåde sammen, og den seneste tids tumult omkring Jensens måde at køre forretning på er forkasteligt.
Føj!",1,www.jensens.com
Fastfood af værste slags,da,2014-09-20T14:32:04Z,"Jensens er ikke en restaurant med kokke og tjenere, som man vil forvente. 

Studerende, der her lille kørekort til mikroovn driver disse restauranter. Ikke et ondt ord om studerende, men at kalde Jensens Bøfhus for en restaurant er lige at stramme den.  

Det er en klam fastfood kæde med sky høje priser for dybfrost mad og færdigretter af den kedeligste slags.

Hold jer væk og brug i stedet pengene på en rigtig restaurant.",1,www.jensens.com
ELENDIGT.!!!!!!!,da,2014-09-20T14:27:46Z,Elendig mad og endnu mere elendig betjening,1,www.jensens.com
Dårlig bøf selv en myre ikke kunne blive mæt af!,da,2014-09-20T14:24:03Z,"Dårlig bøf selv en myre ikke kunne blive mæt af!

jensensbøfhus... dette er nu anden gang på 2 forkellige jensens bøfhuse, at jeg får en stenhård bøf på størrelse med en bussemand!",1,www.jensens.com
Skam jer,da,2014-09-20T14:16:55Z,Dårlig dyr mad,1,www.jensens.com
Fantastisk,da,2014-09-20T14:11:33Z,bedste mad og god service,5,www.jensens.com
dårlig mad og dårlig betejning,da,2014-09-20T14:11:03Z,Trist og kedelig mad.,1,www.jensens.com
Papmad,da,2014-09-20T14:08:20Z,Bøffen kan bruges til at slå søm i med. Kartoffellerne rå og sovsen lunkne. I forhold til pris og kvali.. Led efter andre spisesteder,1,www.jensens.com
Min hund fortjener bedre mad,da,2014-09-20T14:05:30Z,"Elendig service
Elendig mad
 
Ikke et sted jeg nogensinde vil besøge igen",1,www.jensens.com
Elendig mad!,da,2014-09-20T14:04:22Z,Det er blevet for dyrt at spise på Jensens i forhold til kvaliteten. Og servicen er elendig.,1,www.jensens.com
Kvaliteten er desværre faldet drastisk,da,2014-09-20T13:41:49Z,"Jeg husker da Jensens Bøfhus var relativ ny på markedet. Vi kom der ofte, fordi bøfferne var lige i øjet og whiskeysovsen fik fuglene til at synge... Desværre er det ikke sådan mere og står med et gavekort dertil, som jeg nok ikke får brugt, da de sidste mange besøg, har været så skuffende og det går hastigt ned af bakke... Bøfferne er skrumpet med årene, konsistensen er skosåle-agtigt. Kyllingen er ikke bedre, tørt og trist. Men tilgengæld vil kæden gerne have man bliver der længe, meget længe, for man starter med at vente på et bord i mindst 30 minutter og derefter lige så længe på at bestille... Så går der en times tid, før maden dukker op, hvor det er helt sikkert at bøffen ryger retur, da den kræver motorsav, for at kunne skæres. Bestiller man medium, får man en gennemstegt skosål og bestiller man en rød bøf, får man minsandten igen en gennemstegt tør bøf. Prøvede derfor deres kylling, som vist havde gennemgået samme proces som bøfferne... Find tilbage til da i startede, da var bøfferne gode og betjeningen hurtig... Synd i har kørt et ellers godt Bøfhus i sænk... Men hvis det skulle være lidt  positivt, er trenden ens på alle de Jensens Bøfhuse vi har prøvet de sidste par gange, kvaliteten/kvantiteten er den samme.. :o/",1,www.jensens.com
Har kun spist der engang...,da,2014-09-20T13:38:17Z,"Har kun spist der engang, det var pænt øv, hvis alt andet fejler er McD eller en sandwich  fra tanken Guld i forhold til Jensens.",1,www.jensens.com
Dårlig service,da,2014-09-20T13:32:40Z,"Dårlig service. 
Dyrt for ringe mad",1,www.jensens.com
For lavt!,da,2014-09-20T13:32:02Z,"""1 stjerne: Meget lavt – uacceptabel oplevelse, urimelig og grov behandling."" Ja. Det passer meget godt på den opførsel...",1,www.jensens.com
Fint og ligetil....,da,2014-09-20T13:31:54Z,"Altid samme kvalitet, hurtig betjening og rimelige priser.",3,www.jensens.com
Dårlig service. Dårlig stil,da,2014-09-20T13:31:32Z,"Altid oplevet middelmådig service på JB. Egentlig en del af konceptet, maden er jo ikke fantastisk, men billig, men at de også har så dårlig stil over for små erhvervsdrivende, gør det kun meget værre.",1,www.jensens.com
Boykot!,da,2014-09-20T13:13:45Z,"Boykot kapitalforretningen! Lad dem gå ned! Det er et helvede de selv har skabt! 

Fuld solidaritet med Jensens Fiskerestaurant !",1,www.jensens.com
Overfust af lederen.,da,2014-09-20T13:10:17Z,"Vi havde en rabat kupon som vi ville indløse. Eneste grund vi tog på Jensens Bøfhus, da vores forrige besøg bestemt hellere ikke var noget at råbe hurra for.
Da vi så havde spist, nægtede de pure at tage imod  vores rabatkupon, da vi åbenbart ikke kunne indløse den samme dag, som man fik et stempel.  Da jeg ikke lige kunne se mig ud af, at skulle derind at spise igen. ""Virkelig ikke særlig go mad"" satte jeg mig en anelse på tværs, da jeg mente de skulle tage imod et rabat system de nu tilbyder deres kunder. Hvilket resulteret i at jeg blev overfuset, og bedt om at forlade resturanten, da de sandelig ikke havde tid til folk som mig. Kan være at lige netop denne leder, har været stresset el. Ligende, men var da lige det sidste der skulle til for at det var sidste gang jeg har besøgt en Jensens. Rabatkuponnen gav jeg til et sødt ung par på vej ud af døren,  så håber de ikke også har skulle have en sviner for at indløse den.",1,www.jensens.com
Tørt og uden smag,da,2014-09-20T13:08:54Z,"Min familie og jeg fik en stor skuffelse da vi besøgte Jeres bøfhus i Oslo, for at spise frokost.
Vi bestilte burgere og spareribs.
Burgerbollen var kold og der var ikke skyggen af et salatblad, selve bøffen var ret smagsløs og hvor det bbq den skulle være grillet med var henne er et godt spørgsmål.
Spareribsene var dog værre end burgeren, fandt et langt lyst hår på mine, ad og generelt var de meget tørre. 
Pomfritterne var bare kedelige.
Dette måltid måtte jeg slippe 600,- Norske kr. for og det er det mest ringe måltid jeg nogensinde har købt på et spisested.
Jeg kan vist roligt sige at efter den oplevelse, sætter min familie og jeg aldrig vores ben i en af Jeres bøfhuse igen!!",1,www.jensens.com
Lavt..,da,2014-09-20T13:08:49Z,Sidste gang jeg var på Jensens bøfhus var det virkelig ikke pengene værd. Fik en stor portion fitnesskylling med meget lidt grøntsager og vi ventede i meget lang tid før at det kom. Desuden var personalet ikke de flinkeste..,1,www.jensens.com
Bøffer fulde af brusk,da,2014-09-20T13:07:30Z,De har ikke styr på en skid bøfferne er fulde af brusk dårlig service så de pisse arrogante og man venter i timevis på sin mad det slut,1,www.jensens.com
Dårlig mad - Dårlig service.,da,2014-09-20T13:05:23Z,"Hvis man kan lide sin bøf stegt I en maskine, hvorpå kokken trykker ""medium"". Så tag Jensens Bøfhus - Dårlig restaurant over alle forventning.",1,www.jensens.com
dårlig service og dårlig mad,da,2014-09-20T13:03:31Z,"Sidste gang jeg besøgte Jensens Bøfhus var jeg der i flere timer. Ikke fordi det tog timer for selskabet at spise, nej den del tog omkring 20 minutter, men alligevel gik der 3 timer fra vi trådte ind på restauranten og til vi var ude igen. Da vi ankom gjorde vi opmærksomme på at vi havde lidt travlt da flere af os skulle på nå på arbejde senere, men vi fik af vide at dette ikke ville være et problem. Alligevel fik vi lov til at stå ved ""front desk"" i ca 30 minutter for at vente på vores bord, og det til trods for at vi havde bestilt bord på forhånd og at stedet var næsten tomt for mennesker. Efter vi var blevet tildelt et bord tog det os ca. 20 minutter at fange en tjeners opmærksomhed så vi kunne få lov til at bestille. Herefter gik der ca. 45 minutter uden mad, hvorefter en person fra selskabet måtte rejse sig og finde en tjener for at spørge hvor maden blev af, ""den er lige på trapperne var svaret"" og alligevel gik der yderligere 25 minutter og 2 henvendelser fra selskabet før maden kom, den var selvfølgelig kold og blev derfor sendt tilbage til køkkenet, hvorefter der gik yderligere 20 minutter uden mad. Da den endelig kom måtte vi bede om at få regningen med det samme, da vi havde travlt og frygtede for hvor lang ventetiden mon måtte være på regningen hvis ikke vi spurgte med det samme.",1,www.jensens.com
Dårlig service og smålig behandling,da,2014-09-20T13:01:01Z,"Spiste i Roskilde fredag eftermiddag, maden var langtfra i orden men vi skulle ikke klage idet vi jo havde betalt med et gavekort....javel, så.

Historien om Jensens Fiskehus giver blot endnu bedre grund til ALDRIG at sætte mine fødder i den butik, i skulle virkelig skamme jer.",1,www.jensens.com
Kedeligt uinspirerende mad,da,2014-09-20T13:00:41Z,"Vil ikke anbefale det. Små portioner, kedelige anretninger, og for dyrt i forhold til hvad du får for pengene . Alt i alt en kedelig oplevelse",1,www.jensens.com
Hvor er kokken ?,da,2014-09-20T12:59:49Z,"Ventede i over en time, ingen bøf.
Gik ind på Sunset Boulevard :-) De var hjemme.....",1,www.jensens.com
slut.,da,2014-09-20T12:49:47Z,Aldrig skal jeg nogensinde sætte mine ben i Jensens bøfhus igen!  Så heller tage på MacD!   At ødelægge det for en så lille fiskeresturent er jo til grin!  Store advokater! små sko!,1,www.jensens.com
Advarsel - ikke samme kvalitet som Jensens fiskerestaurant!,da,2014-09-20T12:49:22Z,"Jeg kender Jensens Fiskerestaurant i Sæby for god mad, høj kvalitet og god service.
Jeg troede fejlagtigt at Jensens Bøfhus kunne byde på det samme, men jeg tog gruelig fejl. Har prøvet flere af disse bøfhuse rundt omkring i landet, men sjældent har det været en god oplevelse.
Middelmådig til dårlig kvalitet af kødet, svingende kvalitet af service.
Takket være en dom i højesteret forstår jeg nu endelig hvordan kvaliteten i bøfhusene kan være så ringe, når nu Jensens fiskerestaurant er så god. Jensens Bøfhus og Jensens Fiskerestaurant ikke har samme ejer, men kun navnet Jensen tilfælles!!!
Fra nu af holder jeg mig til Jensens fiskerestaurant og undgår bøfhusene og deres middelmådige supermarkedprodukter, og vil klart anbefale andre at gøre det samme.",1,www.jensens.com
Fy for en skefuld,da,2014-09-20T12:47:26Z,"fy føj da, ikke engang Tonni Bonde vil sælge jeres hundeæde. Fy for en skefuld. 
Og så løsn lige jeres butterfly for den sidder sku da vist lidt for stramt..",1,www.jensens.com
"Dårlig betjening, uinspirerende mad og stemningen bar stressende",da,2014-09-20T12:41:42Z,Jeg kommer aldrig tilbage igen,1,www.jensens.com
Udmærket hverdagsmad,da,2014-09-20T12:36:48Z,"Jeg holder af Jensen's Bøfhus, når man lige står med sine unger og ikke vil af med alt for mange penge. Så er restauranterne fine, også fordi børnene kan lide at være der.",5,www.jensens.com
Skidt service og mad!,da,2014-09-20T12:34:29Z,Service er nok det værste på Jensens bøfhus. Deres mad er virkeligt overvuderet.,1,www.jensens.com
Kan næsten ikke blive mere ringe..,da,2014-09-20T12:31:57Z,"Beder du om en gennemstegt bøf, får du højest sansynligt en rød bøf, de såkaldte pommesfrites er smagsløse og minder mere om pap en pommesfrites, servicen er dårlig og priserne er høje.. Jensen's bøfhus er mere en mad-fabrik end en restaurant! Jeg kommer ihvertfald aldrig igen..",1,www.jensens.com
"dårlig ""mad""",da,2014-09-20T12:30:16Z,bøffen var RÅ.. (havde bestilt gennemstegt) min bror fik mig til at sende den tilbage.. hvorefter jeg (efter alle andre havde spist) fik en endnu mere rå bøf... jeg troede det var skjult kamera,1,www.jensens.com
Jensens bøfhus burde lukke!,da,2014-09-20T12:29:36Z,"Det mest elendige og dyre mad/ uspiselig.  Det er efterhånden billigere at spise på en kro end Jensens ""seje"" bøfskur! Tilmed salatbaren blir' ringere og ringere selvom man skulle tro det var løgn. Og så tager de 89 kr for salatbar til HOVEDRET! Jeg har været der for sidste gang i hvertfald! Ville ikke savne deres møj restaurant hvis de lukkede hvilket jeg håber for dem! Især efter hvad de har gjort mod den stakkels fiskerestaurante!  FØJ en ækel kæde!",1,www.jensens.com
"dårlig mad, skidt service",da,2014-09-20T12:29:32Z,Maden skuffer altid og er for dyrt. Desuden er servicen generelt dårlig,1,www.jensens.com
Dårlig mad og dårlig service!!!,da,2014-09-20T12:27:51Z,"Dårlig service... Gider ik sidde og vente, flere timer på mad!!!!!",1,www.jensens.com
Dårlig mad dårlig service dårlig stil,da,2014-09-20T12:19:11Z,"Bøffer som skosåler, vanvittig dårlig service",1,www.jensens.com
Aldrig igen,da,2014-09-20T12:14:54Z,"De sidste par gange vi har været på Jensens bøfhus, har grøntsagerne været brændte, vi er kommet derfra og opdaget at vi har betalet for meget da vi er kommet hjem eller som sidst, beskidte tallerkener og dårlig service.

Jep - vi er endt med at komme tilbage, igen og igen - for reklamerne er jo vanvittig gode - desværre lever de ikke op til hverken billig eller god mad mere. Den endelige ""dråbe"" der fik glasset til at flyde over, var da man så læser på tv2s hjemmeside, hvordan i tryner ganske almindelige mennesker, der er så ""slemme"" at have det samme navn som Jensens. SKAM jer! 

Vi kommer ALDRIG igen!",1,www.jensens.com
Discountmad af værste skuffe,da,2014-09-20T12:11:55Z,"Det er fastfood pakket ind som en rigtig restaurent...   De steger bøffer ved at smide dem på et transportbånd der så kører igennem en over dimensioneret brødrister,  alle ansatte er ufaglærte,  ingen kokke eller uddannede tjenere. Dårlig fastfood der forsøger at udgive sig for at være en rigtig restaurant.",1,www.jensens.com
Småligt!!,da,2014-09-20T12:11:49Z,dårlig mad til alt for høje priser..,1,www.jensens.com
Dårlig betjening - ingen salatbar,da,2014-09-20T12:09:00Z,"Overskriften siger vist alt..

Generelt er personalet sløvt. 
Vi ringede til Jensens bøfhus på trianglen og bestilte bord, vi fik ikke Info om, at salatbaren ikke virkede. Heller ikke da vi kom ind i restauranten og satte os, først da vi skulle bestille mad fik vi det at vide.. 

Desuden fik jeg serveret en tør skosål efter 25-30 ventetid med en lille dreng på 2 år, er det lang tid. Der var næsten ingen mennesker i restauranten, så det kan ikke være undskyldningen.
Bøffen røg retur og jeg kunne se på min kæreste og søn spise. 

Colaen var kold, derfor en stjerne.",1,www.jensens.com
Dårlig mad og sur personale,da,2014-09-20T12:05:48Z,"Maden er i dårlig kvalitet, tørt og kedeligt. Sovsen var virkelig ulækker klumpet og så sejlet det øverste lag i fedtstof, når man så sagde det til personalet var svaret bare nå havde de ikke rørt sovsen ordenligt istedet for at tilbyde noget andet. 
Salatbaren var halv tom og det så ikke særlig meget indbydende ud. Og når man spørg personalet om de vil fylde noget af det op, siger de ja, men intet sker. Personalet er ikke smilende, virker som om de ikke vil være der og heller vil snakke privat med kollegaerne.

Og så en dag havde mig og min mor købt jeres mørbrad til at lave der hjemme, med det samme vi åbnede pakken lugtede det helt vildt surt og virkelig bare forpestet det hele. Så det var ikke mere værd end en tur i skraldespanden, og ved dette ikke er første gang det er sket for min mor..",1,www.jensens.com
Jensens bøfhus Odense serverede en genopvarmet bøf.,da,2014-09-20T11:53:10Z,"Sidste gang jeg satte mine ben hos Jensens bøfhus var i Odense. 
Da min bøf blev serveret kunne jeg med det samme både se og smage at den ikke var nygrillet. Den var uden tvivl genopvarmet og virkelig sej/tør og kedelig. Desuden var den gennemstegt hvilket ikke var det jeg havde bedt om. Da jeg henvente mig til tjener fikl jeg bare et flabet svar om at sådan var deres bøffer altså og jeg kunne ikke få en ny.",1,www.jensens.com
Ingen problemer,da,2014-09-20T11:51:59Z,Har aldrig haft dårlig oplevelse med den i Kolding storcenter. Der har altid været god service og godt mad ☺,5,www.jensens.com
SIDSTE BESØG I EN KEDELIG SNASK,da,2014-09-20T11:37:04Z,"Denne anmeldelse bunder i et besøg, som nu ligger et pænt stykke tid tilbage. At jeg ikke er i stand til at skrive om en frisk oplevelse skyldes, at vi ikke har sat vore ben i en af kædens restauranter siden.
Vi var et selskab på 13 heraf fem børn. Tjeneren indledte med at anvise os nogle borde, som stod spredt rundt om i restauranten, selvom vi gjorde opmærksom på, at vi gerne ville sidde sammen og det var klart, når man så ud over det halvtomme lokale, at det sagtens kunne lade sig gøre. Efter en del diskusion med en tydelig uvillig medarbejder, kom vi dog til at side sammen. Vi måtte også gennem en større palaver om hvorvidt bordene, som var temmelig fedtede burde tørres af.
Nu skulle der bestilles og her var problemet, at vi bestilte flere forskellige retter. Det viste sig at være mere end, hvad køkkenet kunne klare. Måske rådede de kun over en enkel mikrobølgeovn til at tø maden op i? Ihvertfald det kom til at betyde, at serveringen af den halvkolde mad kom til at strække sig over mere end en time og at vi ikke kunne spise sammen. 
Værst var det for et par af selskabet, der havde valgt spareribs - hvor der blev reklameret med, at man til den krævede pris kunne få, alt hvad man kunne spise. De første spareribs var så længe om at komme på bordet, at man havde en mistanke om, at kokken første skulle ud og indfange grisene. De få stykker kød, som lå på tallerkenen var hurtigt fortæret - så det blev bestilt en ny omgang. Det kom åbenbart helt bag på køkkenet, så nu gik der endnu længere tid inden en temmelig sur tjener bragte maden ind. Et forsøg på at få endnu gang spareribs blev mødt med en bemærkning fra tjeneren om, at han ""skulle se, hvad han kunne gøre"". 
Så gav vi op, droppede planerne om desert, betalte og kørte hjem fra, hvad der blev vores sidste besøg i XXXX's Bøfhus. (Jeg tør ikke skrive navnet af frygt for et sagsanlæg.)",1,www.jensens.com
Uprofessionelt,da,2014-09-20T11:32:04Z,"Jeg var på Jensens Bøfhus med min kæreste og hans familie. Først glemte ""værten"" os, da han skulle finde et bord til os. Da vi endelig fik et bord, gik der en halv time før der kom en tjener. Min kæreste og jeg bestilte en pulled pork burger hver. Da maden endelig kom, var det en brændt burger bolle der mødte os. Kødet var så gennemstregt at det lignede ristede løg!! Ingen gang det coleslaw som fulgte med (og jeg er ret sikker på kommer fra en bøtte), kunne opveje for resten. Da vi siger til tjeneren at det simpelthen er uspiseligt, siger hun, at det var det sidste pulled pork kød de havde og at hun ikke kunne give os noget nyt, og gik! Ikke nok med det, krævede de at vi betalte fuld pris og ikke engang en undskyldning fik man. Virkelig uprofessionelt!",1,www.jensens.com
